TA,TA code,Measure,Age group,Rate,Rate - 95% CI Lower,Rate - 95% CI Upper,Estimate,Estimate - 95% CI Lower,Estimate - 95% CI Upper,TA population,Method
Waimakariri district,59,Overall,75 to 79,63,56,71,891,792,993,1412,SDE
Waimakariri district,59,Physical,75 to 79,53,43,64,741,612,906,1412,SDE
Waimakariri district,59,Psychological,75 to 79,4,2,6,60,39,84,1412,SDE
Waimakariri district,59,Vision,75 to 79,9,7,12,129,105,168,1412,SDE
Waimakariri district,59,Hearing,80+,42,35,50,672,576,807,1612,SDE
Waimakariri district,59,Overall,80+,77,69,86,1245,1119,1374,1612,SDE
Waimakariri district,59,Physical,80+,70,58,84,1122,936,1344,1612,SDE
Waimakariri district,59,Psychological,80+,4,2,7,69,42,105,1612,SDE
Waimakariri district,59,Vision,80+,17,13,22,270,216,342,1612,SDE
Waimate district,66,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waimate district,66,Overall,0 to 4,5,4,8,27,18,36,468,SDE
Waimate district,66,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waimate district,66,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waimate district,66,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waimate district,66,Hearing,10 to 14,2,1,3,9,6,12,428,SDE
Waimate district,66,Overall,10 to 14,14,11,18,60,48,75,428,SDE
Waimate district,66,Physical,10 to 14,2,1,3,9,3,15,428,SDE
Waimate district,66,Psychological,10 to 14,6,4,8,24,15,36,428,SDE
Waimate district,66,Vision,10 to 14,1,0,2,3,0,6,428,SDE
Waimate district,66,Hearing,15 to 19,3,2,4,12,9,18,494,SDE
Waimate district,66,Overall,15 to 19,19,15,23,93,75,111,494,SDE
Waimate district,66,Physical,15 to 19,4,3,7,21,15,33,494,SDE
Waimate district,66,Psychological,15 to 19,7,5,10,36,24,51,494,SDE
Waimate district,66,Vision,15 to 19,1,0,2,6,3,12,494,SDE
Waimate district,66,Hearing,20 to 24,4,2,6,15,9,21,347,SDE
Waimate district,66,Overall,20 to 24,18,14,22,60,48,78,347,SDE
Waimate district,66,Physical,20 to 24,6,4,10,21,15,33,347,SDE
Waimate district,66,Psychological,20 to 24,6,4,9,21,15,33,347,SDE
Waimate district,66,Vision,20 to 24,2,1,3,6,3,9,347,SDE
Waimate district,66,Hearing,25 to 29,4,2,6,12,6,18,289,SDE
Waimate district,66,Overall,25 to 29,16,12,20,45,36,60,289,SDE
Waimate district,66,Physical,25 to 29,6,3,9,15,9,24,289,SDE
Waimate district,66,Psychological,25 to 29,6,4,9,18,9,27,289,SDE
Waimate district,66,Vision,25 to 29,2,1,3,6,0,9,289,SDE
Waimate district,66,Hearing,30 to 34,4,3,6,15,9,18,334,SDE
Waimate district,66,Overall,30 to 34,17,13,21,57,45,69,334,SDE
Waimate district,66,Physical,30 to 34,7,5,10,24,15,33,334,SDE
Waimate district,66,Psychological,30 to 34,7,4,9,21,15,30,334,SDE
Waimate district,66,Vision,30 to 34,1,0,2,3,3,9,334,SDE
Waimate district,66,Hearing,35 to 39,4,2,5,18,12,21,445,SDE
Waimate district,66,Overall,35 to 39,14,11,18,63,48,78,445,SDE
Waimate district,66,Physical,35 to 39,6,4,9,27,18,39,445,SDE
Waimate district,66,Psychological,35 to 39,5,3,7,24,15,33,445,SDE
Waimate district,66,Vision,35 to 39,1,0,2,6,0,9,445,SDE
Waimate district,66,Hearing,40 to 44,7,5,8,36,27,45,541,SDE
Waimate district,66,Overall,40 to 44,21,17,26,114,93,138,541,SDE
Waimate district,66,Physical,40 to 44,10,7,14,54,39,75,541,SDE
Waimate district,66,Psychological,40 to 44,7,5,10,36,27,51,541,SDE
Waimate district,66,Vision,40 to 44,2,1,4,12,9,18,541,SDE
Waimate district,66,Hearing,45 to 49,9,7,12,48,39,63,522,SDE
Waimate district,66,Overall,45 to 49,26,22,32,138,114,168,522,SDE
Waimate district,66,Physical,45 to 49,13,10,18,69,51,93,522,SDE
Waimate district,66,Psychological,45 to 49,8,5,11,39,27,57,522,SDE
Waimate district,66,Vision,45 to 49,5,3,7,24,18,36,522,SDE
Waimate district,66,Hearing,5 to 9,2,1,3,9,6,15,513,SDE
Waimate district,66,Overall,5 to 9,12,9,15,63,48,78,513,SDE
Waimate district,66,Physical,5 to 9,2,1,3,9,3,12,513,SDE
Waimate district,66,Psychological,5 to 9,4,3,7,24,15,33,513,SDE
Waimate district,66,Vision,5 to 9,1,0,2,3,0,6,513,SDE
Waimate district,66,Hearing,50 to 54,12,9,14,75,60,84,607,SDE
Waimate district,66,Overall,50 to 54,30,25,36,183,153,216,607,SDE
Waimate district,66,Physical,50 to 54,17,13,22,102,78,135,607,SDE
Waimate district,66,Psychological,50 to 54,8,5,11,45,33,66,607,SDE
Waimate district,66,Vision,50 to 54,6,4,8,36,27,48,607,SDE
Waimate district,66,Hearing,55 to 59,14,11,16,78,63,87,554,SDE
Waimate district,66,Overall,55 to 59,34,29,40,189,162,222,554,SDE
Waimate district,66,Physical,55 to 59,21,16,27,117,90,150,554,SDE
Waimate district,66,Psychological,55 to 59,7,5,10,39,27,54,554,SDE
Waimate district,66,Vision,55 to 59,6,4,8,30,24,42,554,SDE
Waimate district,66,Hearing,60 to 64,16,13,19,81,69,99,507,SDE
Waimate district,66,Overall,60 to 64,37,32,44,189,162,219,507,SDE
Waimate district,66,Physical,60 to 64,25,19,32,126,99,159,507,SDE
Waimate district,66,Psychological,60 to 64,5,3,8,27,18,39,507,SDE
Waimate district,66,Vision,60 to 64,5,3,7,24,18,33,507,SDE
Waimate district,66,Hearing,65 to 69,21,17,25,108,90,126,516,SDE
Waimate district,66,Overall,65 to 69,44,38,51,228,195,261,516,SDE
Waimate district,66,Physical,65 to 69,32,25,40,162,129,204,516,SDE
Waimate district,66,Psychological,65 to 69,5,3,7,24,15,33,516,SDE
Waimate district,66,Vision,65 to 69,6,4,8,30,21,39,516,SDE
Waimate district,66,Hearing,70 to 74,26,21,31,117,96,141,450,SDE
Waimate district,66,Overall,70 to 74,54,47,61,240,210,273,450,SDE
Waimate district,66,Physical,70 to 74,41,33,51,186,150,231,450,SDE
Waimate district,66,Psychological,70 to 74,4,2,7,18,12,30,450,SDE
Waimate district,66,Vision,70 to 74,7,5,9,30,24,42,450,SDE
Waimate district,66,Hearing,75 to 79,32,26,38,84,69,102,268,SDE
Waimate district,66,Overall,75 to 79,64,56,72,171,150,192,268,SDE
Waimate district,66,Physical,75 to 79,52,42,64,138,114,171,268,SDE
Waimate district,66,Psychological,75 to 79,4,2,6,12,6,18,268,SDE
Waimate district,66,Vision,75 to 79,10,7,12,24,18,33,268,SDE
Waimate district,66,Hearing,80+,46,39,54,171,144,201,371,SDE
Waimate district,66,Overall,80+,80,71,88,294,264,327,371,SDE
Waimate district,66,Physical,80+,71,59,86,264,219,318,371,SDE
Waimate district,66,Psychological,80+,4,2,8,18,9,27,371,SDE
Waimate district,66,Vision,80+,19,15,25,72,57,93,371,SDE
Waipa district,17,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waipa district,17,Overall,0 to 4,6,4,8,195,153,246,3361,SDE
Waipa district,17,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waipa district,17,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waipa district,17,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waipa district,17,Hearing,10 to 14,2,1,3,57,45,72,3744,SDE
Waipa district,17,Overall,10 to 14,15,12,18,552,462,663,3744,SDE
Waipa district,17,Physical,10 to 14,2,1,3,78,54,111,3744,SDE
Waipa district,17,Psychological,10 to 14,6,4,8,219,165,294,3744,SDE
Waipa district,17,Vision,10 to 14,1,0,2,33,21,51,3744,SDE
Waipa district,17,Hearing,15 to 19,2,1,3,72,57,87,3435,SDE
Waipa district,17,Overall,15 to 19,16,13,20,552,462,669,3435,SDE
Waipa district,17,Physical,15 to 19,4,2,6,135,96,186,3435,SDE
Waipa district,17,Psychological,15 to 19,6,4,8,192,138,258,3435,SDE
Waipa district,17,Vision,15 to 19,1,0,2,39,24,60,3435,SDE
Waipa district,17,Hearing,20 to 24,4,2,5,90,66,108,2542,SDE
Waipa district,17,Overall,20 to 24,18,14,22,447,369,540,2542,SDE
Waipa district,17,Physical,20 to 24,7,4,10,168,120,234,2542,SDE
Waipa district,17,Psychological,20 to 24,6,4,9,153,111,210,2542,SDE
Waipa district,17,Vision,20 to 24,2,1,3,48,30,69,2542,SDE
Waipa district,17,Hearing,25 to 29,4,2,5,84,66,117,2397,SDE
Waipa district,17,Overall,25 to 29,17,13,21,402,333,489,2397,SDE
Waipa district,17,Physical,25 to 29,7,4,9,156,111,216,2397,SDE
Waipa district,17,Psychological,25 to 29,6,4,9,147,105,204,2397,SDE
Waipa district,17,Vision,25 to 29,2,1,4,48,30,78,2397,SDE
Waipa district,17,Hearing,30 to 34,3,2,5,87,69,114,2550,SDE
Waipa district,17,Overall,30 to 34,15,12,19,390,327,468,2550,SDE
Waipa district,17,Physical,30 to 34,7,4,9,168,123,225,2550,SDE
Waipa district,17,Psychological,30 to 34,6,4,8,150,108,201,2550,SDE
Waipa district,17,Vision,30 to 34,1,0,3,36,24,54,2550,SDE
Waipa district,17,Hearing,35 to 39,4,3,5,114,93,141,2998,SDE
Waipa district,17,Overall,35 to 39,15,12,18,444,360,534,2998,SDE
Waipa district,17,Physical,35 to 39,7,5,10,216,159,288,2998,SDE
Waipa district,17,Psychological,35 to 39,5,3,8,162,117,219,2998,SDE
Waipa district,17,Vision,35 to 39,1,0,2,36,21,60,2998,SDE
Waipa district,17,Hearing,40 to 44,5,4,6,192,153,216,3641,SDE
Waipa district,17,Overall,40 to 44,19,15,23,684,579,813,3641,SDE
Waipa district,17,Physical,40 to 44,9,6,12,333,252,438,3641,SDE
Waipa district,17,Psychological,40 to 44,6,4,8,216,159,291,3641,SDE
Waipa district,17,Vision,40 to 44,2,1,4,90,66,126,3641,SDE
Waipa district,17,Hearing,45 to 49,7,5,9,261,210,297,3541,SDE
Waipa district,17,Overall,45 to 49,24,20,29,846,714,1008,3541,SDE
Waipa district,17,Physical,45 to 49,12,9,16,423,327,546,3541,SDE
Waipa district,17,Psychological,45 to 49,6,4,9,231,171,309,3541,SDE
Waipa district,17,Vision,45 to 49,5,3,7,174,132,240,3541,SDE
Waipa district,17,Hearing,5 to 9,2,1,3,57,45,75,3612,SDE
Waipa district,17,Overall,5 to 9,12,9,15,426,354,516,3612,SDE
Waipa district,17,Physical,5 to 9,2,1,3,57,39,81,3612,SDE
Waipa district,17,Psychological,5 to 9,4,3,6,150,111,204,3612,SDE
Waipa district,17,Vision,5 to 9,1,0,2,30,18,45,3612,SDE
Waipa district,17,Hearing,50 to 54,10,8,12,354,303,408,3592,SDE
Waipa district,17,Overall,50 to 54,28,24,34,1020,882,1191,3592,SDE
Waipa district,17,Physical,50 to 54,16,12,20,570,447,720,3592,SDE
Waipa district,17,Psychological,50 to 54,7,5,10,246,183,333,3592,SDE
Waipa district,17,Vision,50 to 54,6,4,8,222,177,288,3592,SDE
Waipa district,17,Hearing,55 to 59,12,9,14,354,300,414,3049,SDE
Waipa district,17,Overall,55 to 59,31,26,36,939,810,1086,3049,SDE
Waipa district,17,Physical,55 to 59,19,14,24,579,456,723,3049,SDE
Waipa district,17,Psychological,55 to 59,6,4,8,174,129,237,3049,SDE
Waipa district,17,Vision,55 to 59,6,4,8,171,135,222,3049,SDE
Waipa district,17,Hearing,60 to 64,15,13,18,405,357,453,2642,SDE
Waipa district,17,Overall,60 to 64,36,31,42,957,837,1092,2642,SDE
Waipa district,17,Physical,60 to 64,25,19,31,648,519,801,2642,SDE
Waipa district,17,Psychological,60 to 64,5,3,7,132,99,180,2642,SDE
Waipa district,17,Vision,60 to 64,5,4,7,141,114,186,2642,SDE
Waipa district,17,Hearing,65 to 69,20,17,23,453,393,513,2307,SDE
Waipa district,17,Overall,65 to 69,42,36,49,972,849,1110,2307,SDE
Waipa district,17,Physical,65 to 69,31,24,38,708,564,870,2307,SDE
Waipa district,17,Psychological,65 to 69,4,3,6,99,69,132,2307,SDE
Waipa district,17,Vision,65 to 69,6,4,8,135,105,174,2307,SDE
Waipa district,17,Hearing,70 to 74,24,20,28,447,381,510,1849,SDE
Waipa district,17,Overall,70 to 74,51,45,59,951,840,1077,1849,SDE
Waipa district,17,Physical,70 to 74,40,32,50,744,603,909,1849,SDE
Waipa district,17,Psychological,70 to 74,4,2,6,72,48,102,1849,SDE
Waipa district,17,Vision,70 to 74,7,5,9,126,96,165,1849,SDE
Waipa district,17,Hearing,75 to 79,30,26,35,411,369,477,1383,SDE
Waipa district,17,Overall,75 to 79,62,55,70,858,768,960,1383,SDE
Waipa district,17,Physical,75 to 79,52,42,63,714,588,861,1383,SDE
Waipa district,17,Psychological,75 to 79,4,2,6,54,36,75,1383,SDE
Waipa district,17,Vision,75 to 79,9,7,12,126,99,165,1383,SDE
Waipa district,17,Hearing,80+,38,34,46,594,546,708,1569,SDE
Waipa district,17,Overall,80+,76,68,85,1194,1074,1320,1569,SDE
Waipa district,17,Physical,80+,68,56,82,1071,888,1278,1569,SDE
Waipa district,17,Psychological,80+,4,2,6,60,39,96,1569,SDE
Waipa district,17,Vision,80+,16,12,21,255,201,324,1569,SDE
Wairoa district,29,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Wairoa district,29,Overall,0 to 4,8,6,11,66,51,84,784,SDE
Wairoa district,29,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Wairoa district,29,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Wairoa district,29,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Wairoa district,29,Hearing,10 to 14,2,1,4,18,9,24,722,SDE
Wairoa district,29,Overall,10 to 14,19,15,24,138,114,171,722,SDE
Wairoa district,29,Physical,10 to 14,3,2,5,24,15,36,722,SDE
Wairoa district,29,Psychological,10 to 14,8,5,11,57,42,81,722,SDE
Wairoa district,29,Vision,10 to 14,1,0,3,9,6,15,722,SDE
Wairoa district,29,Hearing,15 to 19,3,2,5,18,12,27,603,SDE
Wairoa district,29,Overall,15 to 19,20,16,25,120,99,153,603,SDE
Wairoa district,29,Physical,15 to 19,5,3,8,33,21,48,603,SDE
Wairoa district,29,Psychological,15 to 19,7,4,10,42,27,60,603,SDE
Wairoa district,29,Vision,15 to 19,2,1,3,9,6,18,603,SDE
Wairoa district,29,Hearing,20 to 24,4,3,8,21,15,36,463,SDE
Wairoa district,29,Overall,20 to 24,21,17,27,99,78,123,463,SDE
Wairoa district,29,Physical,20 to 24,9,6,13,42,27,60,463,SDE
Wairoa district,29,Psychological,20 to 24,7,5,11,33,21,48,463,SDE
Wairoa district,29,Vision,20 to 24,3,1,4,12,6,21,463,SDE
Wairoa district,29,Hearing,25 to 29,4,2,6,15,9,24,383,SDE
Wairoa district,29,Overall,25 to 29,18,14,23,69,51,87,383,SDE
Wairoa district,29,Physical,25 to 29,7,5,11,27,18,42,383,SDE
Wairoa district,29,Psychological,25 to 29,6,4,9,24,15,33,383,SDE
Wairoa district,29,Vision,25 to 29,2,1,5,9,3,18,383,SDE
Wairoa district,29,Hearing,30 to 34,5,3,7,21,15,30,438,SDE
Wairoa district,29,Overall,30 to 34,19,15,24,84,66,105,438,SDE
Wairoa district,29,Physical,30 to 34,9,6,13,39,27,57,438,SDE
Wairoa district,29,Psychological,30 to 34,7,5,10,30,21,45,438,SDE
Wairoa district,29,Vision,30 to 34,2,1,4,9,6,15,438,SDE
Wairoa district,29,Hearing,35 to 39,5,3,7,24,18,33,462,SDE
Wairoa district,29,Overall,35 to 39,19,15,24,87,69,108,462,SDE
Wairoa district,29,Physical,35 to 39,10,7,14,45,33,66,462,SDE
Wairoa district,29,Psychological,35 to 39,7,4,10,30,21,45,462,SDE
Wairoa district,29,Vision,35 to 39,2,1,3,9,3,15,462,SDE
Wairoa district,29,Hearing,40 to 44,7,5,10,36,27,48,490,SDE
Wairoa district,29,Overall,40 to 44,25,21,31,123,102,153,490,SDE
Wairoa district,29,Physical,40 to 44,14,10,19,69,51,93,490,SDE
Wairoa district,29,Psychological,40 to 44,8,6,12,42,27,57,490,SDE
Wairoa district,29,Vision,40 to 44,4,2,6,18,12,27,490,SDE
Wairoa district,29,Hearing,45 to 49,11,7,15,51,36,69,477,SDE
Wairoa district,29,Overall,45 to 49,31,25,38,150,123,183,477,SDE
Wairoa district,29,Physical,45 to 49,18,13,24,84,63,114,477,SDE
Wairoa district,29,Psychological,45 to 49,9,6,13,42,30,60,477,SDE
Wairoa district,29,Vision,45 to 49,7,5,11,36,24,51,477,SDE
Wairoa district,29,Hearing,5 to 9,2,1,4,18,12,27,754,SDE
Wairoa district,29,Overall,5 to 9,15,12,19,114,90,144,754,SDE
Wairoa district,29,Physical,5 to 9,3,1,4,21,12,30,754,SDE
Wairoa district,29,Psychological,5 to 9,5,3,8,42,27,57,754,SDE
Wairoa district,29,Vision,5 to 9,1,0,2,9,6,15,754,SDE
Wairoa district,29,Hearing,50 to 54,13,9,17,78,57,102,602,SDE
Wairoa district,29,Overall,50 to 54,35,29,42,210,177,249,602,SDE
Wairoa district,29,Physical,50 to 54,22,16,28,129,99,168,602,SDE
Wairoa district,29,Psychological,50 to 54,9,6,12,54,39,75,602,SDE
Wairoa district,29,Vision,50 to 54,9,6,12,54,39,72,602,SDE
Wairoa district,29,Hearing,55 to 59,15,11,20,81,63,108,555,SDE
Wairoa district,29,Overall,55 to 59,40,34,48,222,192,264,555,SDE
Wairoa district,29,Physical,55 to 59,28,21,36,153,120,198,555,SDE
Wairoa district,29,Psychological,55 to 59,8,6,12,48,33,66,555,SDE
Wairoa district,29,Vision,55 to 59,8,6,11,48,36,63,555,SDE
Wairoa district,29,Hearing,60 to 64,20,15,25,105,81,129,522,SDE
Wairoa district,29,Overall,60 to 64,46,40,54,243,210,282,522,SDE
Wairoa district,29,Physical,60 to 64,35,28,45,183,144,231,522,SDE
Wairoa district,29,Psychological,60 to 64,7,5,11,39,27,54,522,SDE
Wairoa district,29,Vision,60 to 64,9,7,12,48,36,63,522,SDE
Wairoa district,29,Hearing,65 to 69,24,19,29,102,81,126,437,SDE
Wairoa district,29,Overall,65 to 69,50,43,58,219,189,255,437,SDE
Wairoa district,29,Physical,65 to 69,39,31,49,171,135,216,437,SDE
Wairoa district,29,Psychological,65 to 69,6,4,9,24,15,36,437,SDE
Wairoa district,29,Vision,65 to 69,8,6,11,33,24,45,437,SDE
Wairoa district,29,Hearing,70 to 74,33,26,39,99,78,120,303,SDE
Wairoa district,29,Overall,70 to 74,61,53,70,183,162,213,303,SDE
Wairoa district,29,Physical,70 to 74,50,40,62,150,120,189,303,SDE
Wairoa district,29,Psychological,70 to 74,5,3,8,15,9,24,303,SDE
Wairoa district,29,Vision,70 to 74,11,8,14,33,24,45,303,SDE
Wairoa district,29,Hearing,75 to 79,38,29,45,90,69,111,242,SDE
Wairoa district,29,Overall,75 to 79,73,65,82,177,159,198,242,SDE
Wairoa district,29,Physical,75 to 79,65,53,79,156,129,192,242,SDE
Wairoa district,29,Psychological,75 to 79,6,3,8,12,9,21,242,SDE
Wairoa district,29,Vision,75 to 79,15,11,19,36,27,48,242,SDE
Wairoa district,29,Hearing,80+,48,38,56,126,99,147,260,SDE
Wairoa district,29,Overall,80+,82,73,91,213,192,237,260,SDE
Wairoa district,29,Physical,80+,76,62,91,195,162,237,260,SDE
Wairoa district,29,Psychological,80+,5,2,7,12,6,21,260,SDE
Wairoa district,29,Vision,80+,21,16,27,54,42,72,260,SDE
Waitaki district,68,Hearing,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waitaki district,68,Overall,0 to 4,5,3,7,66,48,84,1290,SDE
Waitaki district,68,Physical,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waitaki district,68,Psychological,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waitaki district,68,Vision,0 to 4,NA,NA,NA,NA,NA,NA,NA,SDE
Waitaki district,68,Hearing,10 to 14,2,1,3,21,15,30,1396,SDE
Waitaki district,68,Overall,10 to 14,14,11,18,201,165,243,1396,SDE
Waitaki district,68,Physical,10 to 14,2,1,4,30,18,45,1396,SDE
Waitaki district,68,Psychological,10 to 14,6,4,9,87,63,117,1396,SDE
Waitaki district,68,Vision,10 to 14,1,0,2,12,6,21,1396,SDE
Waitaki district,68,Hearing,15 to 19,2,1,3,27,18,33,1163,SDE
Waitaki district,68,Overall,15 to 19,16,12,19,183,147,222,1163,SDE
Waitaki district,68,Physical,15 to 19,4,2,6,45,30,63,1163,SDE
Waitaki district,68,Psychological,15 to 19,6,4,9,69,48,96,1163,SDE
Waitaki district,68,Vision,15 to 19,1,0,2,12,6,21,1163,SDE
Waitaki district,68,Hearing,20 to 24,4,2,5,33,21,48,939,SDE
Waitaki district,68,Overall,20 to 24,17,13,21,156,123,189,939,SDE
Waitaki district,68,Physical,20 to 24,6,4,9,60,42,84,939,SDE
Waitaki district,68,Psychological,20 to 24,6,4,9,57,39,81,939,SDE
Waitaki district,68,Vision,20 to 24,2,1,3,15,9,24,939,SDE
Waitaki district,68,Hearing,25 to 29,3,2,5,33,24,48,938,SDE
Waitaki district,68,Overall,25 to 29,16,13,20,153,120,189,938,SDE
Waitaki district,68,Physical,25 to 29,6,4,9,60,42,84,938,SDE
Waitaki district,68,Psychological,25 to 29,6,4,9,60,42,84,938,SDE
Waitaki district,68,Vision,25 to 29,2,1,3,18,9,30,938,SDE
Waitaki district,68,Hearing,30 to 34,4,2,5,36,21,45,966,SDE
Waitaki district,68,Overall,30 to 34,15,11,18,141,114,171,966,SDE
Waitaki district,68,Physical,30 to 34,6,4,9,63,45,84,966,SDE
Waitaki district,68,Psychological,30 to 34,6,4,9,57,42,81,966,SDE
Waitaki district,68,Vision,30 to 34,1,0,2,12,6,21,966,SDE
Waitaki district,68,Hearing,35 to 39,4,2,5,51,33,63,1226,SDE
Waitaki district,68,Overall,35 to 39,15,12,19,183,147,225,1226,SDE
Waitaki district,68,Physical,35 to 39,8,5,11,93,66,126,1226,SDE
Waitaki district,68,Psychological,35 to 39,6,4,9,72,51,99,1226,SDE
Waitaki district,68,Vision,35 to 39,1,0,2,15,6,24,1226,SDE
Waitaki district,68,Hearing,40 to 44,6,4,7,78,54,93,1344,SDE
Waitaki district,68,Overall,40 to 44,20,16,24,264,222,315,1344,SDE
Waitaki district,68,Physical,40 to 44,10,7,14,135,102,177,1344,SDE
Waitaki district,68,Psychological,40 to 44,7,5,10,93,66,126,1344,SDE
Waitaki district,68,Vision,40 to 44,3,1,4,36,24,48,1344,SDE
Waitaki district,68,Hearing,45 to 49,8,6,11,123,90,153,1480,SDE
Waitaki district,68,Overall,45 to 49,25,20,30,366,303,438,1480,SDE
Waitaki district,68,Physical,45 to 49,13,9,17,192,144,249,1480,SDE
Waitaki district,68,Psychological,45 to 49,7,5,10,108,78,144,1480,SDE
Waitaki district,68,Vision,45 to 49,5,3,7,75,54,99,1480,SDE
Waitaki district,68,Hearing,5 to 9,2,0,3,21,12,36,1344,SDE
Waitaki district,68,Overall,5 to 9,12,9,15,156,126,189,1344,SDE
Waitaki district,68,Physical,5 to 9,2,1,3,21,15,33,1344,SDE
Waitaki district,68,Psychological,5 to 9,4,3,7,60,42,81,1344,SDE
Waitaki district,68,Vision,5 to 9,1,0,2,12,6,18,1344,SDE
Waitaki district,68,Hearing,50 to 54,10,7,13,165,129,207,1624,SDE
Waitaki district,68,Overall,50 to 54,29,24,34,465,393,543,1624,SDE
Waitaki district,68,Physical,50 to 54,16,12,21,267,207,342,1624,SDE
Waitaki district,68,Psychological,50 to 54,7,5,11,120,87,165,1624,SDE
Waitaki district,68,Vision,50 to 54,6,4,8,93,72,120,1624,SDE
Waitaki district,68,Hearing,55 to 59,14,10,17,210,159,252,1528,SDE
Waitaki district,68,Overall,55 to 59,32,27,37,489,411,564,1528,SDE
Waitaki district,68,Physical,55 to 59,21,15,26,312,243,396,1528,SDE
Waitaki district,68,Psychological,55 to 59,7,4,10,99,72,138,1528,SDE
Waitaki district,68,Vision,55 to 59,6,4,8,84,66,111,1528,SDE
Waitaki district,68,Hearing,60 to 64,17,12,20,255,189,300,1521,SDE
Waitaki district,68,Overall,60 to 64,36,31,42,552,474,636,1521,SDE
Waitaki district,68,Physical,60 to 64,25,19,32,384,303,480,1521,SDE
Waitaki district,68,Psychological,60 to 64,5,3,8,81,57,114,1521,SDE
Waitaki district,68,Vision,60 to 64,5,4,7,81,60,102,1521,SDE
